,rent,endereco,rooms,bathroom,parking,area
4534,8500,                Boqueirão Santos ,4,5,4,300
4535,1400,                Rua Lucas Fortunato ,2,1,2,69
4536,3500,                Boqueirão Santos ,1,1,1,46
4537,3500,                José Menino Santos ,3,2,3,140
4538,3800,                Rua José Caballero  ,1,2,1,57
4539,2500,                Campo Grande Santos ,2,2,2,79
4540,6052,                Avenida Marechal Deodoro ,2,4,2,95
4541,3800,                Avenida Presidente Wilson ,1,1,1,54
4542,4500,                Rua Senador Lacerda Franco  ,5,5,5,250
4543,6500,                Rua Tolentino Filgueiras ,5,5,5,280
4544,3600,                José Menino Santos ,1,1,1,54
4545,1900,                Rua Doutor Carvalho de Mendonça ,2,1,2,73
4546,4500,                Rua Tolentino Filgueiras  ,3,4,3,160
4547,8000,                Avenida Almirante Saldanha da Gama  ,3,1,3,199
4548,7500,                Boqueirão Santos ,4,4,4,220
4549,8700,                Rua Castro Alves ,4,6,4,409
4550,3600,                Rua Maranhão  ,3,4,3,168
4551,2500,                Rua Nabuco de Araújo  ,2,1,2,80
4552,3500,                Embaré Santos ,3,3,3,120
4553,2000,                Rua Paraíba ,2,1,2,70
4554,3500,                Rua Doutor Egydio Martins ,1,2,1,48
4555,5000,                Rua República do Peru ,4,4,4,182
4556,4500,                Rua Tolentino Filgueiras ,2,2,2,75
4557,4500,                Rua Professor Doutor Olavo de Paula Borges ,3,3,3,161
4558,7000,                Rua Voluntários Santistas ,4,6,4,187
4559,7500,                Rua Bahia ,3,3,3,110
4560,2800,                Rua Doutor Egídio Martins ,1,1,1,52
4561,1750,                Avenida Ana Costa ,1,2,1,68
4562,7000,                Gonzaga Santos ,2,4,2,96
4563,2600,                Rua Liberdade ,2,3,2,98
4564,3800,                Ponta da Praia Santos ,1,1,1,55
4565,1650,                Gonzaga Santos ,2,1,2,57
4566,3900,                Rua Oswaldo Cruz ,2,2,2,81
4567,32000,                Gonzaga Santos ,4,6,4,360
4568,3500,                Pompéia Santos ,1,1,1,45
4569,4020,                Avenida Presidente Wilson ,2,2,2,90
4570,3500,                Rua Oswaldo Cochrane  ,2,3,2,126
4571,8000,                Santos ,4,6,4,441
4572,8000,                Santos ,4,6,4,441
4573,2790,                Gonzaga Santos ,3,2,3,109
4574,4500,                Rua Tolentino Filgueiras ,2,2,2,90
4575,10000,                Rua Thiago Ferreira  ,4,4,4,250
4576,12000,                Gonzaga Santos ,3,5,3,252
4577,1900,                Rua Emílio Ribas  ,1,2,1,50
4578,2900,                Avenida Bartolomeu de Gusmão ,1,3,1,70
4579,1650,                José Menino Santos ,1,1,1,42
4580,3200,                Rua João Pinho ,3,3,3,93
4581,3500,                Rua Tolentino Filgueiras ,1,1,1,52
4582,10000,                Avenida Almirante Saldanha da Gama ,3,5,3,199
4583,1800,                Boqueirão Santos ,1,1,1,55
4584,8000,                Boqueirão Santos ,3,5,3,160
4585,1300,                Avenida Presidente Wilson  ,1,1,1,54
4586,3900,                Gonzaga Santos ,1,1,1,57
4587,9000,                Rua Capitão João Salermo  ,3,5,3,186
4588,1490,                Rua Doutor Cunha Moreira ,1,1,1,50
4589,2350,                Pompéia Santos ,1,1,1,81
4590,3700,                Avenida Doutor Epitácio Pessoa  ,3,3,3,155
4591,2700,                Rua Emílio Ribas ,2,2,2,70
4592,4552,                Avenida Marechal Deodoro ,2,4,2,95
4593,3000,                Rua Godofredo Fraga  ,2,3,2,85
4594,13000,                Avenida Doutor Epitácio Pessoa ,4,4,4,204
4595,10000,                Avenida Doutor Epitácio Pessoa ,4,4,4,204
4596,3800,                Rua da Paz ,1,1,1,44
4597,3400,                Rua Tocantins ,3,2,3,90
4598,3500,                Rua São José ,1,2,1,52
4599,4500,                Gonzaga Santos ,2,2,2,100
4600,15000,                Avenida Doutor Epitácio Pessoa ,3,3,3,224
4601,2900,                Rua Dona Maria Máximo  ,2,1,2,77
4602,2300,                Rua Emílio Ribas  ,2,2,2,70
4603,5000,                Rua Euclides da Cunha ,3,2,3,90
4604,6000,                Avenida Conselheiro Nébias ,1,4,1,96
4605,4500,                Gonzaga Santos ,2,2,2,20
4606,5000,                Rua Euclides da Cunha ,4,4,4,170
4607,4500,                Rua Tolentino Filgueiras  ,2,1,2,103
4608,2500,                Rua Doutor Francisco de Souza Dantas ,3,3,3,95
4609,2400,                Boqueirão Santos ,2,2,2,100
4610,3000,                Avenida General Francisco Glicério  ,2,2,2,62
4611,3500,                Rua da Paz  ,1,1,1,46
4612,3200,                Rua Godofredo Fraga ,2,3,2,85
4613,1700,                Embaré Santos ,2,1,2,60
4614,2515,                Praça Independência ,2,2,2,146
4615,2560,                Rua Tolentino Filgueiras ,1,1,1,52
4616,6500,                Boqueirão Santos ,4,5,4,270
4617,3100,                Rua Espírito Santo ,3,3,3,110
4618,2306,                Rua José Clemente Pereira  ,1,2,1,57
4619,2260,                Avenida Presidente Wilson ,1,1,1,40
4620,3800,                Avenida Presidente Wilson  ,1,1,1,54
4621,4000,                Rua da Paz ,3,4,3,155
4622,2600,                Avenida General Francisco Glicério ,1,1,1,55
4623,3430,                Rua José Caballero ,1,2,1,69
4624,2850,                Avenida Presidente Wilson ,2,2,2,77
4625,1600,                Rua Pereira Barreto ,1,1,1,48
4626,2000,                Rua Alfredo Albertini ,2,2,2,76
4627,5500,                Embaré Santos ,3,4,3,150
4628,1400,                José Menino Santos ,1,1,1,94
4629,2600,                José Menino Santos ,1,2,1,53
4630,4200,                Rua Pernambuco ,2,4,2,112
4631,3500,                Rua Doutor Egydio Martins ,1,1,1,48
4632,3500,                Avenida Almirante Cochrane  ,3,3,3,116
4633,3426,                Rua José Caballero ,2,2,2,78
4634,1500,                Aparecida Santos ,1,1,1,84
4635,1900,                Praça Engenheiro José Rebouças ,1,1,1,60
4636,5500,                Avenida Marechal Floriano Peixoto  ,2,2,2,69
4637,3500,                Rua Godofredo Fraga  ,2,2,2,63
4638,2800,                Rua Monsenhor Paula Rodrigues ,2,2,2,70
4639,2000,                Avenida Dino Bueno ,2,2,2,70
4640,4500,                Gonzaga Santos ,2,2,2,20
4641,2500,                Avenida General Francisco Glicério ,2,1,2,65
4642,2800,                Gonzaga Santos ,2,3,2,105
4643,6000,                Embaré Santos ,4,6,4,210
4644,3900,                José Menino Santos ,2,1,2,113
4645,3700,                Rua Tolentino Filgueiras  ,2,2,2,130
4646,4500,                Avenida Washington Luiz ,3,4,3,160
4647,2507,                Rua Doutor Egydio Martins ,1,1,1,49
4648,3500,                Rua Maestro Heitor Vila Lobos ,3,3,3,110
4649,3500,                Rua Tolentino Filgueiras ,1,1,1,50
4650,9000,                Rua Capitão João Salermo  ,3,5,3,186
4651,4500,                Rua Tolentino Filgueiras ,2,2,2,90
4652,4500,                Rua Tolentino Filgueiras ,2,2,2,90
4653,3900,                Rua Oswaldo Cruz ,2,2,2,82
4654,4000,                Rua José Caballero ,1,2,1,57
4655,1500,                Rua Pedro Borges Gonçalves ,1,1,1,60
4656,7500,                Rua José Caballero ,2,3,2,121
4657,2888,                Marapé Santos ,2,2,2,62
4658,3700,                Avenida Doutor Epitácio Pessoa ,3,3,3,155
4659,3650,                Avenida Presidente Wilson ,3,3,3,168
4660,5400,                Avenida Rei Alberto I ,3,3,3,132
4661,2000,                Avenida Presidente Wilson ,2,2,2,50
4662,3500,                Gonzaga Santos ,3,2,3,140
4663,35000,                Avenida Presidente Wilson  ,4,6,4,401
4664,7500,                Rua Bahia ,3,3,3,110
4665,2095,                Gonzaga Santos ,4,4,4,322
4666,1850,                Rua Governador Pedro de Toledo  ,1,1,1,50
4667,2700,                José Menino Santos ,3,3,3,124
4668,3000,                Avenida Conselheiro Nébias ,1,2,1,49
4669,1550,                Avenida Presidente Wilson ,1,1,1,54
4670,2500,                Aparecida Santos ,2,2,2,90
4671,3900,                Rua Oswaldo Cruz ,2,2,2,82
4672,5300,                Avenida Bartolomeu de Gusmão ,3,2,3,175
4673,6500,                Boqueirão Santos ,4,4,4,185
4674,7500,                Boqueirão Santos ,3,5,3,290
4675,3000,                Rua Godofredo Fraga  ,1,2,1,58
4676,3500,                Rua Doutor Guilherme Álvaro  ,3,3,3,98
4677,1900,                Gonzaga Santos ,2,3,2,101
4678,4700,                Gonzaga Santos ,3,4,3,130
4679,2800,                Gonzaga Santos ,3,2,3,109
4680,4500,                Ponta da Praia Santos ,3,3,3,140
4681,3800,                Rua José Caballero ,1,1,1,49
4682,2700,                Avenida Conselheiro Nébias  ,1,2,1,48
4683,2300,                Avenida Presidente Wilson ,2,1,2,60
4684,2499,                Rua Maestro Heitor Vila Lobos ,2,2,2,90
4685,3200,                Rua São José ,1,2,1,53
4686,4500,                Avenida Siqueira Campos  ,1,2,1,56
4687,3200,                Rua Godofredo Fraga  ,2,3,2,85
4688,4500,                Avenida Siqueira Campos  ,1,2,1,55
4689,3500,                Rua Newton Prado  ,2,3,2,75
4690,4500,                Avenida Siqueira Campos  ,1,2,1,57
4691,2750,                Avenida Presidente Wilson ,2,2,2,77
4692,2750,                Avenida Presidente Wilson  ,2,2,2,77
4693,3200,                Rua João Pinho  ,3,3,3,93
4694,3200,                Ponta da Praia Santos ,1,1,1,58
4695,3200,                Rua Doutor Egydio Martins ,1,1,1,57
4696,2500,                Vila Mathias Santos ,1,1,1,51
4697,6250,                Rua José Caballero  ,2,3,2,121
4698,2300,                Rua Ângelo Guerra ,1,1,1,55
4699,6000,                Rua João Caetano ,3,5,3,180
4700,3800,                Boqueirão Santos ,2,2,2,70
4701,9917,                Avenida Washington Luiz ,4,5,4,303
4702,4200,                Rua Oswaldo Cruz ,2,3,2,81
4703,5000,                Boqueirão Santos ,4,4,4,155
4704,2800,                José Menino Santos ,1,1,1,55
4705,4450,                Boqueirão Santos ,3,4,3,135
4706,2700,                Rua Doutor Arnaldo de Carvalho  ,2,2,2,61
4707,2699,                Avenida Doutor Bernardino de Campos ,3,3,3,117
4708,2600,                Rua Doutor Egydio Martins ,1,1,1,48
4709,2800,                Ponta da Praia Santos ,1,1,1,44
4710,2346,                Boqueirão Santos ,1,1,1,48
4711,1800,                Rua Emílio Ribas  ,1,1,1,49
4712,11500,                Boqueirão Santos ,5,5,5,300
4713,1923,                Campo Grande Santos ,1,2,1,100
4714,3300,                Rua José Caballero ,1,2,1,50
4715,3000,                Rua Dona Maria Máximo ,3,2,3,92
4716,3800,                Avenida Marechal Floriano Peixoto ,1,1,1,45
4717,3000,                Avenida Senador Pinheiro Machado ,2,3,2,78
4718,2600,                Gonzaga Santos ,1,1,1,80
4719,9000,                Rua Capitão João Salermo  ,3,5,3,186
4720,1500,                Avenida Presidente Wilson ,1,1,1,58
4721,3200,                Rua José Caballero  ,1,2,1,57
4722,7000,                Gonzaga Santos ,5,6,5,532
4723,3000,                Avenida Ana Costa ,2,1,2,48
4724,2800,                Rua Doutor Egydio Martins  ,1,1,1,52
4725,12000,                Avenida Doutor Epitácio Pessoa ,3,4,3,234
4726,1650,                Rua Pindorama  ,1,1,1,62
4727,3000,                Rua Professor Torres Homem ,3,2,3,145
4728,2400,                Rua Emílio Ribas ,1,1,1,46
4729,2000,                Rua José Caballero ,1,1,1,70
4730,10000,                Avenida Doutor Epitácio Pessoa  ,3,4,3,158
4731,3200,                Rua Godofredo Fraga  ,2,3,2,85
4732,2300,                Avenida Senador Pinheiro Machado ,2,2,2,85
4733,5000,                Marapé Santos ,3,3,3,150
4734,4000,                Ponta da Praia Santos ,3,5,3,175
4735,13000,                Boqueirão Santos ,3,5,3,270
4736,4997,                Rua Pasteur ,3,3,3,148
4737,3500,                Rua da Paz ,1,1,1,46
4738,2700,                Gonzaga Santos ,2,2,2,88
4739,13000,                Rua Mário Carpenter ,4,5,4,257
4740,1800,                Rua Professor Torres Homem ,2,2,2,70
4741,2000,                José Menino Santos ,2,1,2,56
4742,1850,                Rua Emílio Ribas ,1,1,1,50
4743,1700,                Boqueirão Santos ,1,1,1,50
4744,3900,                Boqueirão Santos ,2,2,2,81
4745,2550,                Embaré Santos ,2,3,2,112
4746,1500,                Boqueirão Santos ,1,1,1,55
4747,2600,                Avenida General Francisco Glicério ,1,2,1,51
4748,2200,                Rua Doutor Francisco de Souza Dantas ,3,1,3,130
4749,2400,                Embaré Santos ,2,2,2,94
4750,5000,                Rua Frederico Ozanam  ,3,3,3,100
4751,2200,                Vila Mathias Santos ,1,1,1,50
4752,3400,                Rua Tocantins ,3,2,3,90
4753,4200,                Rua Pernambuco ,2,4,2,112
4754,3000,                Rua Professor Carlos Escobar  ,3,4,3,114
4755,3000,                Avenida Doutor Moura Ribeiro ,3,3,3,107
4756,2600,                Boqueirão Santos ,3,1,3,136
4757,8000,                Avenida Rei Alberto I ,3,4,3,199
4758,3426,                Rua José Caballero ,2,2,2,78
4759,3500,                Rua da Paz ,1,1,1,46
4760,2200,                Pompéia Santos ,2,1,2,82
4761,6500,                Avenida Almirante Saldanha da Gama ,3,4,3,199
4762,7000,                Rua Mato Grosso ,3,5,3,185
4763,4300,                Rua Dona Amélia Leuchtenberg ,3,4,3,103
4764,4500,                Avenida Pedro Lessa ,1,2,1,60
4765,920,                Embaré Santos ,1,1,1,40
4766,3500,                Embaré Santos ,1,2,1,52
4767,6500,                Rua Bahia  ,3,3,3,109
4768,7000,                Boqueirão Santos ,3,1,3,160
4769,4000,                Gonzaga Santos ,3,3,3,148
4770,4500,                Avenida Presidente Wilson ,3,3,3,163
4771,2400,                Praça Visconde de Ouro Preto ,2,1,2,80
4772,3315,                Ponta da Praia Santos ,3,2,3,93
4773,3500,                Rua Tocantins  ,2,2,2,150
4774,3400,                Marapé Santos ,2,2,2,64
4775,6500,                Avenida Almirante Saldanha da Gama  ,3,2,3,200
4776,2500,                Rua Newton Prado  ,2,2,2,80
4777,7500,                Rua Bahia  ,3,2,3,110
4778,3105,                Avenida Marechal Floriano Peixoto  ,1,1,1,63
4779,2500,                José Menino Santos ,2,2,2,81
4780,3400,                Rua Tolentino Filgueiras ,1,1,1,50
4781,4500,                Aparecida Santos ,1,2,1,60
4782,2270,                Gonzaga Santos ,1,1,1,56
4783,9000,                Ponta da Praia Santos ,3,4,3,199
4784,2800,                Avenida Senador Feijó  ,2,2,2,68
4785,10000,                Boqueirão Santos ,3,3,3,180
4786,2600,                Gonzaga Santos ,2,3,2,132
4787,5500,                Avenida Bartolomeu de Gusmão ,3,3,3,265
4788,7500,                Rua Bahia ,3,3,3,110
4789,6300,                Gonzaga Santos ,3,3,3,120
4790,3000,                Rua Godofredo Fraga  ,1,3,1,82
4791,2900,                Rua Dona Maria Máximo  ,3,3,3,92
4792,3500,                Rua Sampaio Moreira ,3,3,3,93
4793,2000,                Gonzaga Santos ,1,2,1,73
4794,1800,                Rua Emílio Ribas  ,1,1,1,49
4795,3500,                Rua Tolentino Filgueiras ,1,1,1,52
4796,3800,                Rua Jorge Tibiriçá ,3,3,3,127
4797,5000,                Avenida Vicente de Carvalho ,3,4,3,204
4798,3750,                Gonzaga Santos ,3,3,3,167
4799,3500,                Rua Robert Sandall  ,3,3,3,127
4800,5500,                Rua República do Equador ,3,3,3,111
4801,3200,                Rua Godofredo Fraga  ,2,3,2,85
4802,3700,                Gonzaga Santos ,1,1,1,75
4803,3000,                Rua Godofredo Fraga ,1,3,1,82
4804,5200,                Avenida Doutor Moura Ribeiro ,3,4,3,150
4805,4500,                Boqueirão Santos ,3,4,3,184
4806,2500,                Rua Imperatriz Leopoldina ,2,2,2,50
4807,4500,                Rua Dona Anália Franco ,3,3,3,140
4808,6930,                Rua Alexandre Martins  ,3,4,3,120
4809,2500,                Avenida Doutor Moura Ribeiro  ,2,2,2,66
4810,3600,                Avenida Presidente Wilson ,1,1,1,54
4811,3200,                Rua Doutor Egydio Martins ,1,2,1,57
4812,1850,                Rua Emílio Ribas  ,1,1,1,50
4813,4000,                Avenida dos Bancários ,4,5,4,240
4814,3000,                Rua Isidoro José Ribeiro de Campos  ,1,2,1,46
4815,5000,                Avenida Siqueira Campos ,4,4,4,155
4816,3000,                Rua José Caballero  ,1,2,1,69
4817,2800,                Rua Oswaldo Cruz ,2,1,2,102
4818,3800,                Rua José Caballero  ,1,1,1,57
4819,4550,                Rua Tolentino Filgueiras ,2,3,2,80
4820,2200,                Avenida Bartolomeu de Gusmão ,1,2,1,60
4821,4500,                Rua José Caballero ,2,1,2,80
4822,12000,                Avenida Washington Luiz ,4,4,4,304
4823,4200,                Rua Pernambuco ,2,4,2,112
4824,2600,                Gonzaga Santos ,3,3,3,120
4825,2500,                Ponta da Praia Santos ,1,2,1,49
4826,2650,                Boqueirão Santos ,2,3,2,113
4827,3400,                Rua Tocantins  ,3,2,3,90
4828,3400,                Rua Tolentino Filgueiras  ,1,1,1,50
4829,2100,                Avenida Presidente Wilson ,1,1,1,45
4830,9000,                Rua Capitão João Salermo  ,3,5,3,186
4831,3200,                Rua Godofredo Fraga ,2,3,2,53
4832,2000,                Rua Júlio Conceição ,2,1,2,75
4833,3426,                Rua José Caballero ,2,2,2,78
4834,5500,                Rua República do Equador ,3,2,3,111
4835,2800,                Avenida Presidente Wilson  ,2,2,2,77
4836,8000,                Avenida Doutor Epitácio Pessoa ,3,5,3,151
4837,1700,                Rua Doutor Germano Melchert ,2,1,2,65
4838,2900,                Avenida Barão de Penedo  ,3,3,3,145
4839,3500,                Rua Doutor Egydio Martins  ,1,1,1,48
4840,3000,                Rua Professor Torres Homem ,3,2,3,145
4841,6500,                Avenida Washington Luiz ,4,5,4,420
4842,8000,                Rua Oswaldo Cruz  ,4,4,4,280
4843,3500,                Rua Doutor Alamir Martins ,3,3,3,123
4844,4500,                Rua Doutor Armando de Sales Oliveira ,3,4,3,160
4845,3000,                Rua Tolentino Filgueiras ,2,2,2,79
4846,5000,                Rua Clóvis Beviláqua  ,4,5,4,150
4847,10000,                Avenida Siqueira Campos ,4,4,4,280
4848,2800,                Rua Adolfo Lutz  ,3,3,3,165
4849,1900,                Rua Doutor Gaspar Ricardo  ,2,1,2,71
4850,4000,                Rua Bahia  ,2,1,2,84
4851,4300,                Pompéia Santos ,3,4,3,164
4852,2100,                Rua Amaral Gurgel  ,10,1,10,48
4853,4100,                Ponta da Praia Santos ,2,4,2,111
4854,2500,                Boqueirão Santos ,2,1,2,75
4855,2500,                Avenida Doutor Moura Ribeiro ,2,2,2,84
4856,4500,                Rua Professor Doutor Olavo de Paula Borges ,3,3,3,161
4857,2800,                Rua Doutor Egydio Martins ,2,2,2,118
4858,25000,                Avenida Almirante Saldanha da Gama ,4,7,4,600
4859,4500,                Avenida Presidente Wilson ,3,3,3,163
4860,2500,                Boqueirão Santos ,2,1,2,75
4861,2500,                Avenida Doutor Moura Ribeiro ,2,2,2,84
4862,4500,                Rua Professor Doutor Olavo de Paula Borges ,3,3,3,161
4863,2800,                Rua Doutor Egydio Martins ,2,2,2,118
4864,25000,                Avenida Almirante Saldanha da Gama ,4,7,4,600
4865,4500,                Avenida Presidente Wilson ,3,3,3,163
4866,4000,                Avenida Presidente Wilson  ,1,1,1,44
4867,2300,                Avenida Bartolomeu de Gusmão ,2,2,2,90
4868,2700,                Rua Rio de Janeiro ,2,2,2,82
4869,6500,                Avenida Washington Luiz ,4,5,4,303
4870,3100,                Rua José Caballero ,1,2,1,57
4871,1730,                Vila Mathias Santos ,1,2,1,65
4872,2700,                Avenida Bartolomeu de Gusmão ,2,2,2,130
4873,2900,                Rua Oswaldo Cruz ,1,2,1,59
4874,2712,                Boqueirão Santos ,3,3,3,112
4875,3426,                Rua José Caballero ,2,2,2,78
4876,1580,                Marapé Santos ,2,1,2,58
4877,1300,                Gonzaga Santos ,1,1,1,45
4878,2200,                Rua Pedro Borges Gonçalves  ,3,1,3,83
4879,1600,                Gonzaga Santos ,2,1,2,68
4880,2100,                José Menino Santos ,2,1,2,55
4881,3500,                Rua Maestro Heitor Vila Lobos ,2,3,2,110
4882,12000,                Avenida Presidente Wilson ,3,5,3,251
4883,7200,                Rua Vahia de Abreu  ,3,5,3,160
4884,3800,                Rua São José ,1,2,1,52
4885,3000,                Avenida Washington Luiz ,2,3,2,90
4886,4500,                Rua José Caballero ,2,1,2,80
4887,10027,                Boqueirão Santos ,3,4,3,238
4888,3600,                Rua Alfredo Ximenes  ,2,3,2,80
4889,4000,                Avenida Presidente Wilson  ,1,1,1,44
4890,8000,                Boqueirão Santos ,3,4,3,275
4891,7200,                Boqueirão Santos ,4,3,4,255
4892,7000,                Avenida Rei Alberto I ,3,5,3,200
4893,6500,                Avenida Almirante Saldanha da Gama ,3,4,3,199
4894,2230,                Gonzaga Santos ,3,2,3,90
4895,2700,                Rua Rio de Janeiro ,2,2,2,82
4896,4900,                Rua Doutor Alfredo Porchat  ,4,5,4,200
4897,2700,                Rua Godofredo Fraga ,1,2,1,60
4898,3500,                Boqueirão Santos ,1,1,1,46
4899,5000,                Rua Waldomiro Silveira  ,3,5,3,230
4900,4500,                Rua José Caballero  ,2,1,2,80
4901,3500,                Rua Mário Carpenter ,2,3,2,189
4902,3500,                Rua da Paz ,1,1,1,46
4903,1700,                Boqueirão Santos ,1,1,1,68
4904,3500,                Avenida Bernardino de Campos ,3,3,3,90
4905,2900,                Avenida General Francisco Glicério  ,2,3,2,77
4906,4000,                Gonzaga Santos ,1,1,1,40
4907,3200,                Rua Godofredo Fraga  ,2,3,2,85
4908,4973,                Avenida Doutor Moura Ribeiro  ,3,3,3,150
4909,5500,                Rua Piauí  ,4,5,4,136
4910,3200,                Rua Godofredo Fraga  ,2,3,2,85
4911,4500,                Gonzaga Santos ,2,1,2,75
4912,3500,                Avenida Presidente Wilson ,1,1,1,55
4913,5500,                Rua República do Equador ,3,2,3,111
4914,6700,                Rua Oswaldo Cruz ,4,4,4,218
4915,6052,                Avenida Marechal Deodoro ,2,4,2,95
4916,4000,                Avenida Presidente Wilson ,3,1,3,124
4917,1800,                Rua Alexandre Martins ,1,1,1,65
4918,2300,                Boqueirão Santos ,1,1,1,68
4919,12000,                Gonzaga Santos ,3,5,3,252
4920,4600,                José Menino Santos ,4,2,4,134
4921,3500,                Boqueirão Santos ,1,1,1,46
4922,8500,                Gonzaga Santos ,3,5,3,181
4923,3100,                Rua José Caballero ,1,2,1,57
4924,2280,                Aparecida Santos ,1,3,1,70
4925,1800,                Boqueirão Santos ,2,2,2,58
4926,3600,                Avenida Presidente Wilson ,1,1,1,44
4927,3000,                Rua Dona Maria Máximo  ,3,3,3,92
4928,8000,                Avenida Washington Luiz ,4,5,4,303
4929,6500,                Avenida Coronel Joaquim Montenegro  ,4,5,4,167
4930,2670,                Rua Jorge Tibiriçá ,3,3,3,127
4931,2900,                Rua Doutor Samuel Baccarat  ,1,1,1,48
4932,1700,                Avenida Bartolomeu de Gusmão ,1,1,1,45
4933,3900,                Avenida Presidente Wilson  ,2,3,2,101
4934,7800,                Avenida Almirante Saldanha da Gama ,3,4,3,189
4935,2100,                Boqueirão Santos ,2,1,2,75
4936,12000,                Boqueirão Santos ,3,5,3,200
4937,3500,                Praça Independência ,2,2,2,146
4938,2852,                Avenida Bartolomeu de Gusmão ,3,3,3,117
4939,2600,                Avenida General Francisco Glicério ,1,1,1,54
4940,3000,                Rua Newton Prado  ,2,3,2,75
4941,3000,                Rua João Antunes  ,3,3,3,150
4942,1700,                Rua Governador Pedro de Toledo ,1,1,1,47
4943,4500,                Boqueirão Santos ,2,3,2,86
4944,5000,                Gonzaga Santos ,3,4,3,199
4945,1860,                Encruzilhada Santos ,2,1,2,60
4946,1400,                Embaré Santos ,3,1,3,100
4947,6500,                Avenida Washington Luiz ,4,5,4,270
4948,2300,                Avenida Doutor Bernardino de Campos  ,1,2,1,60
4949,12000,                Gonzaga Santos ,4,6,4,380
4950,3500,                Rua José Caballero ,1,2,1,57
4951,3600,                Avenida Presidente Wilson ,1,1,1,54
4952,2500,                Rua Pedro Borges Gonçalves ,2,1,2,56
4953,3600,                Avenida Vicente de Carvalho ,2,3,2,88
4954,5500,                Ponta da Praia Santos ,4,3,4,127
4955,2500,                Avenida Senador Pinheiro Machado ,2,2,2,71
4956,3800,                Rua Jorge Tibiriçá ,3,3,3,127
4957,2100,                Travessa Aliança ,3,1,3,97
4958,2600,                Avenida Conselheiro Nébias ,1,2,1,47
4959,2700,                Avenida Presidente Wilson ,2,2,2,88
4960,3500,                Avenida Conselheiro Nébias ,2,2,2,120
4961,4500,                Gonzaga Santos ,2,2,2,80
4962,3500,                Rua Tolentino Filgueiras ,1,1,1,52
4963,3500,                Rua Doutor Egydio Martins ,1,2,1,55
4964,5500,                Rua República do Equador ,3,4,3,111
4965,7000,                Rua Voluntários Santistas ,4,6,4,187
4966,2700,                Avenida Doutor Moura Ribeiro ,2,1,2,64
4967,4200,                Rua da Paz ,1,1,1,45
4968,6500,                Rua Carolino Rodrigues ,4,5,4,270
4969,2700,                Rua Rio Grande do Sul ,1,1,1,48
4970,3500,                Avenida Doutor Bernardino de Campos  ,3,3,3,129
4971,3200,                Ponta da Praia Santos ,3,3,3,100
4972,4200,                Rua Pernambuco ,2,4,2,112
4973,2500,                José Menino Santos ,2,2,2,80
4974,12000,                Avenida Washington Luiz ,4,4,4,304
4975,3600,                Avenida Presidente Wilson ,1,1,1,44
4976,5000,                Rua Doutor Isidoro José Ribeiro Campos ,3,3,3,127
4977,3000,                Boqueirão Santos ,2,2,2,75
4978,2200,                José Menino Santos ,2,2,2,104
4979,3200,                Rua Godofredo Fraga  ,2,3,2,85
4980,4555,                Avenida Marechal Deodoro ,2,4,2,95
4981,3500,                Ponta da Praia Santos ,2,2,2,82
4982,3500,                Gonzaga Santos ,2,3,2,189
4983,1800,                Rua Governador Pedro de Toledo ,2,1,2,90
4984,3000,                Avenida Senador Pinheiro Machado ,2,3,2,78
4985,3150,                Gonzaga Santos ,2,1,2,70
4986,2500,                Boqueirão Santos ,2,1,2,69
4987,3350,                Rua Coronel Pedro Arbues  ,3,4,3,150
4988,4000,                Boqueirão Santos ,3,1,3,168
4989,1600,                Avenida Presidente Wilson  ,1,1,1,50
4990,3300,                Rua Tocantins  ,3,3,3,90
4991,3500,                Rua Mário Carpenter ,3,3,3,189
4992,4500,                Rua José Caballero ,2,2,2,80
4993,3100,                Rua José Caballero  ,1,2,1,57
4994,2800,                Rua Dona Maria Máximo ,3,2,3,77
4995,3500,                Rua Mário Carpenter ,3,3,3,189
4996,5000,                Rua José Caballero  ,2,2,2,82
4997,12000,                Avenida Presidente Wilson ,3,4,3,251
4998,3500,                Rua José Caballero ,1,2,1,57
4999,2000,                José Menino Santos ,2,1,2,72
5000,3900,                Boqueirão Santos ,2,3,2,85
5001,2600,                Avenida Conselheiro Nébias ,1,2,1,47
5002,4000,                Ponta da Praia Santos ,4,3,4,147
5003,5485,                Boqueirão Santos ,3,5,3,160
5004,5000,                Rua República do Equador ,2,4,2,111
5005,3000,                Rua Galeão Carvalhal ,3,3,3,110
5006,3400,                Rua José Caballero ,1,2,1,57
5007,1800,                Rua Amazonas ,2,2,2,80
5008,3000,                Marapé Santos ,1,3,1,82
5009,1500,                Rua Espírito Santo ,1,1,1,25
5010,3000,                Marapé Santos ,1,2,1,58
5011,3000,                Rua Mato Grosso ,4,5,4,220
5012,12000,                Avenida Washington Luiz ,4,4,4,304
5013,2000,                Gonzaga Santos ,1,1,1,50
5014,3000,                Rua Tocantins ,2,2,2,86
5015,5500,                Avenida Washington Luiz  ,4,2,4,270
5016,5000,                Gonzaga Santos ,1,2,1,20
5017,5000,                Rua Euclides da Cunha ,3,4,3,136
5018,12000,                Avenida Doutor Epitácio Pessoa  ,3,5,3,197
5019,3500,                Gonzaga Santos ,1,2,1,45
5020,2800,                Rua Dona Maria Máximo ,3,2,3,77
5021,4002,                Rua Dona Maria Máximo ,2,2,2,113
5022,1600,                Avenida Bartolomeu de Gusmão ,1,1,1,42
